Formula,FW,DSSTox_CID,SR-HSE,SMILES,NR-AR,SR-ARE,NR-Aromatase,NR-ER-LBD,NR-AhR,SR-MMP,NR-ER,NR-PPAR-gamma,SR-p53,SR-ATAD5,NR-AR-LBD
C21H23Cl2N3O,404.3328,28972,0,CCCN(CCC)C(=O)Cc1c(-c2ccc(Cl)cc2)nc2ccc(Cl)cn12,,,,,,,,,,,
C17H20ClN,273.8004 (237.3395+36.4609),31411,0,CCC(CN)=C(c1ccccc1)c1ccccc1.Cl,,,,,,,,,,,
C20H25Cl2NO,366.3246 (329.8637+36.4609),25413,0,Cl.Clc1ccc(C(OCCN2CCCCC2)c2ccccc2)cc1,,,,,,,,,,,
C21H21Cl2NO5,438.3011 (401.8402+36.4609),28887,0,CN1CC[C@H](c2c(O)cc(O)c3c(=O)cc(-c4ccccc4Cl)oc23)[C@H](O)C1.Cl,,,,,,,,,,,
C19H24ClNO3,349.8518 (313.3908+36.4609),28558,,COc1cccc(C(=O)CCN[C@@H](C)[C@H](O)c2ccccc2)c1.Cl,,1,,,,,,,,,
C19H21ClF3NO2,387.8237 (36.4609+351.3628),25854,,CC(Cc1cccc(C(F)(F)F)c1)NCCOC(=O)c1ccccc1.Cl,,0,,,,,,,,,
C22H30Cl2N10,505.4466,13314,0,N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,,,,,,,,,,,
C21H23NO,305.4134,31416,0,CN(C)[C@@H](CCOc1cccc2ccccc12)c1ccccc1,,,,,,,,,,,
C19H29N3O2,331.4525,26385,0,Cc1c(C)n(CCN(C)C)c2ccc(C(=O)OCCN(C)C)cc12,,,,,,,,,,,
C22H26N2O2,350.454,26137,0,Cc1c(C)n(Cc2ccccc2)c2ccc(C(=O)OCCN(C)C)cc12,,,,,,,,,,,
C22H22O8,414.4053,25645,0,COc1cc([C@@H]2c3cc4c(cc3[C@H](O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1OC,,,,,,,,,,,
C33H40N2O9,608.6787,1237,0,COC(=O)[C@H]1[C@H]2C[C@@H]3c4[nH]c5cc(OC)ccc5c4CCN3C[C@H]2C[C@@H](OC(=O)c2cc(OC)c(OC)c(OC)c2)[C@@H]1OC,,,,,,,,,,,
C32H37NO13,643.6351,31408,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)CC3OC1CC(N2CCOC(OC)C2)C(O)C(C)O1,,,,,,,,,,,
C30H35N7O4S,589.7084 (493.6027+96.1057),20502,0,CS(=O)(=O)O.Cc1ccc(NC(=O)c2ccc(CN3CCN(C)CC3)cc2)cc1Nc1nccc(-c2cccnc2)n1,,,,,,,,,,,
C24H29N5O8S,547.5808 (451.4751+96.1057),25598,0,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC.CS(=O)(=O)O,,,,,,,,,,,
C12H4Cl2F6N4OS,437.1478,14609,0,N#Cc1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(N)c1S(=O)C(F)(F)F,,,,,,,,,,,
C21H24FN3O2S,401.4976,31637,0,Cc1nc2n(c(=O)c1CCN1CCC(C(=O)c3ccc(F)cc3)CC1)CCS2,,,,,,,,,,,
C17H12I2O3,518.0843,26134,1,CCc1oc2ccccc2c1C(=O)c1cc(I)c(O)c(I)c1,,,,,,,,,,,
C11H12I3NO2,570.9319,3159,0,CCC(Cc1c(I)cc(I)c(N)c1I)C(=O)O,,,,,,,,,,,
C17H14F3N3O2S,381.3722,2777,0,Cc1ccc(-c2cc(C(F)(F)F)nn2-c2ccc(S(N)(=O)=O)cc2)cc1,,,,,,,,,,,
C23H32N4O4,428.5246,31391,0,CN1Cc2cc(C(=O)N3CCC(C4CCNCC4)CC3)ccc2N[C@@H](CC(=O)O)C1=O,,,,,,,,,,,
C21H23NO3,337.4122,26285,,O=C(CCN1CCC(c2ccccc2)C1)c1ccc2c(c1)OCCO2,,1,,,,,,,,,
C20H38N4O4,398.5401,31417,,CCCCN(CCN(CCCC)C(=O)N1CCOCC1)C(=O)N1CCOCC1,,0,,,,,,,,,
C13H11N3O2,241.2453,26272,,O=C(N/N=C/c1ccccc1O)c1ccncc1,,0,,,,,,,,,
C14H20N2O3,264.3202,21133,0,O=C(CCCCCCC(=O)Nc1ccccc1)NO,,,,,,,,,,,
C13H13N3O,227.2618,26114,0,Nc1ccc(C(=O)Nc2ccccc2N)cc1,,,,,,,,,,,
C40H50N4O6S2,746.9782 (298.4457+298.4457+150.0868),25560,0,C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.C[C@@H](CN(C)C)CN1c2ccccc2Sc2ccccc21.O=C(O)[C@@H](O)[C@@H](O)C(=O)O,,,,,,,,,,,
C21H15N3O4,373.3615,28522,0,O=C(O)c1ccc(-n2nc(-c3ccccc3O)nc2-c2ccccc2O)cc1,,,,,,,,,,,
C14H23N3O10,393.3465,3434,0,O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CCN(CC(=O)O)CC(=O)O,,,,,,,,,,,
C12H15N3O2S,265.3314,2563,1,CCCSc1ccc2[nH]c(NC(=O)OC)nc2c1,,,,,,,,,,,
C25H29N3O2,403.5167,22584,0,CN1C[C@H](CNC(=O)OCc2ccccc2)C[C@@H]2c3cccc4c3c(cn4C)C[C@H]21,,,,,,,,,,,
C19H22N2O,294.3908,25119,0,CC[C@]12CCCN3CCc4c(n(c5ccccc45)C(=O)C1)[C@@H]32,,,,,,,,,,,
C24H30O3,366.4932,26465,0,C[C@]12CCC(=O)C=C1[C@@H]1C[C@@H]1[C@H]1[C@@H]3[C@@H]4C[C@@H]4[C@@]4(CCC(=O)O4)[C@@]3(C)CC[C@@H]12,,,,,,,,,,,
C26H28N4O2,428.5261,26091,0,CC1(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)OCc2ccccc2-n2cccc21,,,,,,,,,,,
C10H12O4,196.1999,21752,0,C[C@@]12C(=O)OC(=O)[C@]1(C)C1CCC2O1,,,,,,,,,,,
C21H26O2,310.4299,26478,0,C#C[C@]1(O)C=C[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@@]21CC,,,,,,,,,,,
C14H16Cl2N2O5S,395.2582 (297.1798+98.0785),14662,1,C=CCOC(Cn1ccnc1)c1ccc(Cl)cc1Cl.O=S(=O)(O)O,,,,,,,,,,,
C46H60N4O13S,909.0526 (810.9741+98.0785),27831,0,CC[C@]1(O)C[C@@H]2C[N@@](CCc3c([nH]c4ccccc34)[C@@](C(=O)OC)(c3cc4c(cc3OC)N(C)[C@H]3[C@@](O)(C(=O)OC)[C@H](OC(C)=O)[C@]5(CC)C=CCN6CC[C@]43[C@@H]65)C2)C1.O=S(=O)(O)O,,,,,,,,,,,
C13H8F2O3,250.1976,2932,0,O=C(O)c1cc(-c2ccc(F)cc2F)ccc1O,,,,,,,,,,,
C22H16O8,408.3576,31560,0,CCOC(=O)C(c1c(O)c2ccccc2oc1=O)c1c(O)c2ccccc2oc1=O,,,,,,,,,,,
C16H16N6O,308.3378,28611,0,CC(C)n1nc(-c2cc3cc(O)ccc3[nH]2)c2c(N)ncnc21,,,,,,,,,,,
C13H11ClO,218.6788,154,0,Oc1ccc(Cl)cc1Cc1ccccc1,,,,,,,,,,,
C26H33FNNaO5,481.5321 (22.9892+458.5429),26488,0,COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)[O-])c1-c1ccc(F)cc1.[Na+],,,,,,,,,,,
C6H3Br3O,330.7994,1959,0,Oc1c(Br)cc(Br)cc1Br,,,,,,,,,,,
C17H20BrNO,334.2508,2688,0,CN(C)CCOC(c1ccccc1)c1ccc(Br)cc1,,,,,,,,,,,
C23H26O3,350.4507,12688,0,CC(C)=CC1C(C(=O)OCc2cccc(Oc3ccccc3)c2)C1(C)C,,,,,,,,,,,
C22H32O3,344.4877,16508,0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,,,,,
C27H29NO10,527.5199,2883,0,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(C)=O)C[C@@H]3O[C@H]1C[C@H](N)[C@H](O)[C@H](C)O1,,,,,,,,,,,
C23H24O4,364.4343,2866,,CC(=O)Oc1ccc(C(=C2CCCCC2)c2ccc(OC(C)=O)cc2)cc1,,1,,,,,,,,,
C25H31NO6,441.5167,378,0,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,,,,,,,,,,
C21H25N,291.4299,3640,0,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,,,,,,,,,,,
C8H19N,129.2432,26535,0,CC(C)CCCC(C)N,,,,,,,,,,,
C18H16O3,280.3178,20679,0,CC(C)Oc1ccc2c(=O)c(-c3ccccc3)coc2c1,,,,,,,,,,,
C24H31N3O,377.5224,25435,0,CC(C)c1c(CN(C)C(C)Cc2ccccc2)n(C)n(-c2ccccc2)c1=O,,,,,,,,,,,
C18H22ClNO,303.8264,3458,,CC(COc1ccccc1)N(CCCl)Cc1ccccc1,,1,,,,,,,,,
C21H26N2O7,418.4403,3370,0,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,,,,,,,,,,,
C20H24N2O6,388.4144,3371,0,COC(=O)C1=C(C)NC(C)=C(C(=O)OCC(C)C)C1c1ccccc1[N+](=O)[O-],,,,,,,,,,,
C18H19Cl2NO4,384.2538,3042,,CCOC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1cccc(Cl)c1Cl,,1,,,,,,,,,
C24H34N4O5S,490.6156,20675,0,CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O,,,,,,,,,,,
C19H17NOS,307.4094,22477,0,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,,,,,,,,,,,
C20H22ClN3,339.8618,31471,0,Cc1ccc(CCn2c3c(c4cc(Cl)ccc42)CN(C)CC3)cn1,,,,,,,,,,,
C11H13N3O3S,267.3042,1292,0,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,,,,,,,,,,,
C16H19FN2O3S,338.3971,31460,0,Cc1nc(C2CCCCC2)c(-c2ccc(S(N)(=O)=O)c(F)c2)o1,,,,,,,,,,,
C21H27NO3,341.444,25184,0,CCCNCC(O)COc1ccccc1C(=O)CCc1ccccc1,,,,,,,,,,,
C28H39N3O2,449.6282,25662,0,C=CCN1C[C@H](C)N([C@H](c2ccc(C(=O)N(CC)CC)cc2)c2cccc(OC)c2)C[C@H]1C,,,,,,,,,,,
C33H39ClN4O6,623.1390 (36.4609+586.6780),25953,0,CCc1c2c(nc3ccc(OC(=O)N4CCC(N5CCCCC5)CC4)cc13)-c1cc3c(c(=O)n1C2)COC(=O)[C@]3(O)CC.Cl,,,,,,,,,,,
C18H28ClNO2,325.8734 (289.4125+36.4609),25323,,CCCCOc1ccc(C(=O)CCN2CCCCC2)cc1.Cl,,1,,,,,,,,,
C21H22Cl2N6O,445.3450 (372.4231+36.4609+36.4609),25083,0,Cc1cc(N)c2cc(NC(=O)Nc3ccc4nc(C)cc(N)c4c3)ccc2n1.Cl.Cl,,,,,,,,,,,
C25H33Cl2N5O2,506.4678 (470.0069+36.4609),26088,0,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl,,,,,,,,,,,
C24H30ClNO3,415.9529 (379.4920+36.4609),26698,0,COc1cc2c(cc1OC)C(=O)C(CC1CCN(Cc3ccccc3)CC1)C2.Cl,,,,,,,,,,,
C18H14Cl2FN3,362.2283 (325.7673+36.4609),27824,0,Cc1ncc2n1-c1ccc(Cl)cc1C(c1ccccc1F)=NC2.Cl,,,,,,,,,,,
C16H25ClN4O2,340.8483 (304.3874+36.4609),25208,0,CCCCNc1c(C(=O)OCC)c(C)nc2c1cnn2CC.Cl,,,,,,,,,,,
C14H18ClN3O2S,327.8296 (291.3687+36.4609),25615,0,Cl.O=S(=O)(c1cccc2cnccc12)N1CCCNCC1,,,,,,,,,,,
C12H8ClNS,233.7166,31643,0,Clc1ccc2c(c1)Nc1ccccc1S2,,,,,,,,,,,
C28H44ClNO3S,510.1719 (338.9776+171.1942),25601,0,CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1.Cc1ccc(S(=O)(=O)[O-])cc1,,,,,,,,,,,
C17H16ClN3O,313.7814,2598,,Clc1ccc2c(c1)C(N1CCNCC1)=Nc1ccccc1O2,,0,,,,,,,,,
C18H16Cl2N2O2,363.2378,31504,0,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,,,,,,,,,,,
C11H12Cl2N2O,259.1318,3221,0,CC(Oc1c(Cl)cccc1Cl)C1=NCCN1,,,,,,,,,,,
C24H20Cl2N2OS,455.3994,31601,1,Clc1ccc(C(Cn2ccnc2)OCc2ccc(Sc3ccccc3)cc2)c(Cl)c1,,,,,,,,,,,
C27H30Cl2O6,521.4295,3333,,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,,1,,,,,,,,,
C29H35NO2,429.5937,3322,0,CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@@H](c3ccc(N(C)C)cc3)C[C@@]21C,,,,,,,,,,,
C33H37N5O5,583.6774,25614,0,CN1C[C@H](C(=O)N[C@]2(C)O[C@@]3(O)[C@@H]4CCCN4C(=O)[C@H](Cc4ccccc4)N3C2=O)C[C@@H]2c3cccc4[nH]cc(c34)C[C@H]21,,,,,,,,,,,
C19H21NS,295.4417,3490,0,CN1CCC(=C2c3ccccc3CCc3sccc32)CC1,,,,,,,,,,,
C29H28N2O7,516.5418,31508,0,COc1ccc(OC(=O)N(CC(=O)O)Cc2ccc(OCCc3nc(-c4ccccc4)oc3C)cc2)cc1,,,,,,,,,,,
C20H17FO4S,372.41,20246,0,CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc(S(C)(=O)=O)cc1,,,,,,,,,,,
C20H21N5O5S,443.4762 (347.3706+96.1057),26128,0,CS(=O)(=O)O.N=C(N)Nc1ccc(C(=O)Oc2ccc3cc(C(=N)N)ccc3c2)cc1,,,,,,,,,,,
C20H17FO2S,340.4112,29004,0,CSc1ccc(/C=C2/C(C)=C(CC(=O)O)c3cc(F)ccc32)cc1,,,,,,,,,,,
C14H10F3NO2,281.2299,3063,0,O=C(O)c1ccccc1Nc1cccc(C(F)(F)F)c1,,,,,,,,,,,
C6H12N2O4S2,240.3005,26418,,N[C@@H](CSSC[C@H](N)C(=O)O)C(=O)O,,0,,,,,,,,,
C10H13NO4,211.2145,31600,0,Nc1ccccc1C(=O)OCC(O)CO,,,,,,,,,,,
C21H23N7O2S,437.518,28659,0,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O,,,,,,,,,,,
C15H14O9,338.2663 (302.2357+18.0153+18.0153),1219,0,O.O.O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,,,,,,,,,,,
C29H34O6,478.5767,3697,0,CCO[C@@H]1O[C@H](C(COCc2ccccc2)OCc2ccccc2)[C@H](OCc2ccccc2)[C@H]1O,,,,,,,,,,,
C7H7N3O4,197.1482,26398,,CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,,1,,,,,,,,,
C18H15ClN2O6S2,454.9045,31462,0,Cc1cc2c(cc1CC(=O)c1sccc1S(=O)(=O)Nc1onc(C)c1Cl)OCO2,,,,,,,,,,,
C20H36O2,308.4986,26820,1,CCCCC/C=C\C/C=C\CCCCCCCC(=O)OCC,,,,,,,,,,,
C25H20N4O2,408.4519,26092,,CN1C(=O)[C@@H](NC(=O)c2cc3ccccc3[nH]2)N=C(c2ccccc2)c2ccccc21,,1,,,,,,,,,
C10H11N3O,189.2138,26113,,CC=CC=NNC(=O)c1ccncc1,,1,,,,,,,,,
C15H11I4NO4,776.87,3214,0,N[C@@H](Cc1cc(I)c(Oc2cc(I)c(O)c(I)c2)c(I)c1)C(=O)O,,,,,,,,,,,
C22H23FN2O5,414.4268 (324.3919+90.0349),26003,0,CN(C)CCC[C@@]1(c2ccc(F)cc2)OCc2cc(C#N)ccc21.O=C(O)C(=O)O,,,,,,,,,,,
C15H12ClNO2,273.7143,25871,0,CC(C(=O)O)c1ccc2c(c1)[nH]c1ccc(Cl)cc12,,,,,,,,,,,
C27H33ClFN3O10,614.0164 (421.8929+192.1235),26207,0,CCOc1cc(N)c(Cl)cc1C(=O)NCC1CN(Cc2ccc(F)cc2)CCO1.O=C(O)CC(O)(CC(=O)O)C(=O)O,,,,,,,,,,,
C15H9FN2O3,284.242,26776,0,O=C(O)c1cccc(-c2noc(-c3ccccc3F)n2)c1,,,,,,,,,,,
C15H15NO2,241.2851,3243,0,Cc1cccc(Nc2ccccc2C(=O)O)c1C,,,,,,,,,,,
C16H12O4,268.2641,31561,0,O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,,,,,,,,,,,
C17H20N2O2S,316.4179,3677,0,CCOC(=O)c1c(N)sc2c1CCN(Cc1ccccc1)C2,,,,,,,,,,,
C22H26O3,338.44,14382,0,CC(C)=C[C@@H]1[C@@H](C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,,,,,,,,,,,
C24H25FN6O,432.4933,26801,0,CN(c1nccc(=O)[nH]1)C1CCN(c2nc3ccccc3n2Cc2ccc(F)cc2)CC1,,,,,,,,,,,
C12H14N4O3S,294.3296,3606,0,CCn1ccc(NS(=O)(=O)c2ccc(N)cc2)nc1=O,,,,,,,,,,,
C23H16O3,340.3713,12378,0,O=C1c2ccccc2C(=O)C1C(=O)C(c1ccccc1)c1ccccc1,,,,,,,,,,,
C20H26N2O2,326.4326,31392,0,O=C(C1CCCCC1)N1CC(=O)N2CCCc3ccccc3C2C1,,,,,,,,,,,
C19H24N2O2,312.4061,1182,0,O=C(C1CCCCC1)N1CC(=O)N2CCc3ccccc3C2C1,,,,,,,,,,,
C12H15NO5S,285.3162,26430,0,C[C@@H](O)[C@H]1C(=O)N2C(C(=O)O)=C([C@H]3CCCO3)S[C@H]12,,,,,,,,,,,
C21H26O2,310.4299,28789,0,C=CC[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3C=C[C@@]21C,,,,,,,,,,,
C20H30O2,302.451,13664,0,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@]2(C)O,,,,,,,,,,,
C15H22O5,282.3322,20652,0,C[C@@H]1CC[C@H]2[C@@H](C)C(=O)O[C@@H]3O[C@@]4(C)CC[C@@H]1C32OO4,,,,,,,,,,,
C20H24O7S,408.4654,28699,0,CCO[C@H](Cc1ccc(OCCc2ccc(OS(C)(=O)=O)cc2)cc1)C(=O)O,,,,,,,,,,,
C8H11NO5S,233.2416,3605,0,CC1(C)[C@H](C(=O)O)N2C(=O)C[C@H]2S1(=O)=O,,,,,,,,,,,
C4H8Cl3O4P,257.4367,1389,0,COP(=O)(OC)C(O)C(Cl)(Cl)Cl,,,,,,,,,,,
C16H14Cl2O3,325.1866,299,,CCOC(=O)C(O)(c1ccc(Cl)cc1)c1ccc(Cl)cc1,0,,,,,,,,,,
C19H12O6,336.295,1729,,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,,1,,,,,,,,,
C17H27NO2,277.4018,3737,0,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,,,,,,,,,,,
C8H9ClO,156.6095,12316,0,Cc1cc(O)cc(C)c1Cl,,,,,,,,,,,
C18H22O2,270.3661,2381,,CC[C@H](c1ccc(O)cc1)[C@@H](CC)c1ccc(O)cc1,,1,,,,,,,,,
C14H12O3,228.2433,2526,0,O=C(OCc1ccccc1)c1ccc(O)cc1,,,,,,,,,,,
C11H17NO3,211.2576,3175,0,CC(C)NCC(O)c1ccc(O)c(O)c1,,,,,,,,,,,
C13H10O7,278.2143,24950,0,O=C(c1cc(O)c(O)c(O)c1)c1ccc(O)c(O)c1O,,,,,,,,,,,
C26H36O3,396.5622,2999,,C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2OC(=O)CCC1CCCC1,,0,,,,,,,,,
C21H30O3,330.4611,25254,0,C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2C(=O)CO,,,,,,,,,,,
C20H17F3N2O4,406.3552,31484,0,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,,,,,,,,,,,
C19H41NO4,347.5331 (257.4552+90.0779),26400,0,CC(O)C(=O)O.CCCCCCCCCCCCCCNCCO,,,,,,,,,,,
C16H34O2S,290.505,26042,0,CCCCCCCCCCCCSCCOCCO,,,,,,,,,,,
C26H52N6O11S,656.7897 (560.6840+96.1057),17649,0,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,,,,,,,,,,,
C34H57BrN2O4,637.7314 (557.8268+79.9045),3736,0,CC(=O)O[C@H]1C[C@@H]2CC[C@@H]3[C@H](CC[C@@]4(C)[C@H]3C[C@H]([N+]3(C)CCCCC3)[C@@H]4OC(C)=O)[C@@]2(C)C[C@@H]1N1CCCCC1.[Br-],,,,,,,,,,,
C23H30BrNO3,448.3932 (368.4887+79.9045),26677,0,CC[N+]1(CCOC(=O)C(O)(c2ccccc2)c2ccccc2)CCCCC1.[Br-],,,,,,,,,,,
C10H18CaO8,306.3231 (115.1078+115.1078+40.0769+18.0153+18.0153),26539,0,CC(=O)CCC(=O)[O-].CC(=O)CCC(=O)[O-].O.O.[Ca+2],,,,,,,,,,,
C17H16N3NaO6S2,445.4452 (22.9892+422.4560),25574,0,CC(=O)OCC1=C(C(=O)[O-])N2C(=O)[C@@H](NC(=O)CSc3ccncc3)[C@H]2SC1.[Na+],,,,,,,,,,,
C14H10Cl2NNaO2,318.1305 (295.1412+22.9892),17208,0,O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl.[Na+],,,,,,,,,,,
C15H16N7NaO5S3,493.5162 (22.9892+470.5270),25590,0,CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)[O-])=C(CSc3nnnn3C)CS[C@@H]21.[Na+],,,,,,,,,,,
C19H18Cl2N3NaO6S,510.3235 (22.9892+18.0153+469.3190),28928,0,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)[O-].O.[Na+],,,,,,,,,,,
C10H11N4NaO5S,322.2729 (299.2837+22.9892),26030,0,C[C@]1(Cn2ccnn2)[C@H](C(=O)[O-])N2C(=O)C[C@H]2S1(=O)=O.[Na+],,,,,,,,,,,
C17H15BrClFN4O3,457.6814,28870,0,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,,,,,,,,,,,
C17H16N2S,280.3873,28621,0,c1ccc(CCNc2nc(-c3ccccc3)cs2)cc1,,,,,,,,,,,
C16H14O4,270.28,28663,0,CC(C)=CCOc1c2occc2cc2ccc(=O)oc12,,,,,,,,,,,
C3H7NO2,89.0932,25649,,C[C@@H](N)C(=O)O,,0,,,,,,,,,
C20H30O2,302.451,16489,0,C[C@@H]1CC2=CC(=O)CC[C@@H]2[C@H]2CC[C@@]3(C)[C@@H](CC[C@]3(C)O)[C@@H]21,,,,,,,,,,,
C21H35NO,317.5087,26690,0,CCC(C)(C)c1ccc(CC(C)CN2C[C@@H](C)O[C@@H](C)C2)cc1,,,,,,,,,,,
C19H25NO4,331.4061,12649,1,CC(C)=CC1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,,,,,,,,,,,
C15H12N2,220.2692,25700,0,c1ccc(-c2nc[nH]c2-c2ccccc2)cc1,,,,,,,,,,,
C21H30O3,330.4611,20747,0,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,,,,,
C25H32O4,396.5192,28158,0,C=C1C[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]2(C)[C@@]1(OC(C)=O)C(C)=O,,,,,,,,,,,
C24H32O4,384.5085,20683,0,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(C)C4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,,,,,,,,,,,
C30H35N3O3,485.6172,22602,0,COc1ccccc1N1CCN(CCCCNC(=O)c2ccc(-c3ccc(C(C)=O)cc3)cc2)CC1,,,,,,,,,,,
C21H30N2O8S,470.5365,31609,0,CCOC(=O)Oc1ccc(CCNC(=O)[C@H](CCSC)NC(C)=O)cc1OC(=O)OCC,,,,,,,,,,,
C5H9NO3S,163.1949,21,0,CC(=O)N[C@@H](CS)C(=O)O,,,,,,,,,,,
C13H18N2O3,250.2936,31455,0,COC[C@@H](NC(C)=O)C(=O)NCc1ccccc1,,,,,,,,,,,
C15H24O,220.3505,216,0,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,,,,,,,,,,,
C27H29N5O6S,551.6141,26627,0,COc1ccccc1Oc1c(NS(=O)(=O)c2ccc(C(C)(C)C)cc2)nc(-c2ncccn2)nc1OCCO,,,,,,,,,,,
C19H20BrN3O3,418.2844,26266,0,CC(C)(C)OC(=O)c1ncn2c1[C@@H]1CCCN1C(=O)c1c(Br)cccc1-2,,,,,,,,,,,
C62H86N12O16,1255.417,31,0,Cc1c2oc3c(C)ccc(C(=O)N[C@@H]4C(=O)N[C@H](C(C)C)C(=O)N5CCC[C@H]5C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]4C)c3nc-2c(C(=O)N[C@@H]2C(=O)N[C@H](C(C)C)C(=O)N3CCC[C@H]3C(=O)N(C)CC(=O)N(C)[C@@H](C(C)C)C(=O)O[C@@H]2C)c(N)c1=O,,,,,,,,,,,
C15H18,198.3034,25996,0,Cc1ccc(C(C)C)cc2c(C)ccc1-2,,,,,,,,,,,
C30H62,422.8133,26513,0,CC(C)CCCC(C)CCCC(C)CCCCC(C)CCCC(C)CCCC(C)C,,,,,,,,,,,
C14H16N4,240.3036,21047,0,CC(C)Cn1cnc2c(N)nc3ccccc3c21,,,,,,,,,,,
C14H22N2O3,266.3361,1179,,CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1,,0,,,,,,,,,
C12H16O4S2,288.383,26463,0,CC(C)OC(=O)C(C(=O)OC(C)C)=C1SC=CS1,,,,,,,,,,,
C22H32O2,328.4883,1240,0,CC(=O)OC/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,,,,,,,,,,,
C16H17N3O4S,347.3889,2780,0,CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)[C@H](N)c3ccccc3)[C@H]2SC1,,,,,,,,,,,
C23H27FN4O2,410.4845,25193,0,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,,,,,,,,,,,
